mesh,add_N,sub,metal,E_ads_H
24,0N,SV_3N,Nb,-2.15247999999997
24,0N,SV_3N,Mo,-1.95069999999998
24,0N,SV_3N,Tc,-1.63123000000002
24,0N,SV_3N,Ru,-1.05027000000001
24,0N,SV_3N,Rh,-0.671510000000012
24,0N,SV_3N,Pd,-0.0729000000000042
24,0N,SV_3N,Ag,0.703329999999994
24,0N,SV_3N,Hf,-2.72612000000004
24,0N,SV_3N,Ta,-2.72414000000003
24,0N,SV_3N,W,-2.53296
24,0N,SV_3N,Re,-2.23175000000003
24,0N,SV_3N,Os,-1.64011000000005
24,0N,SV_3N,Ir,-1.47030000000001
24,0N,SV_3N,Pt,-0.486600000000067
24,0N,SV_3N,Au,-0.179900000000032
24,0N,DV,Sc,-1.16453999999999
24,0N,DV,Ti,-1.20374000000004
24,0N,DV,V,-1.48769000000004
24,0N,DV,Cr,-0.969780000000071
24,0N,DV,Mn,-0.312430000000006
24,0N,DV,Fe,0.0238399999999501
24,0N,DV,Co,0.384179999999958
24,0N,DV,Ni,1.18438999999989
24,0N,DV,Cu,1.78683999999993
24,0N,DV,Zn,1.31369000000001
24,0N,DV,Y,-1.33261999999996
24,0N,DV,Zr,-1.36021
24,0N,DV,Nb,-1.70246000000003
24,0N,DV,Mo,-1.41068000000001
24,0N,DV,Tc,-0.786380000000008
24,0N,DV,Ru,-0.351890000000083
24,0N,DV,Rh,0.0825199999999882
24,0N,DV,Pd,1.37101000000007
24,0N,DV,Ag,1.89022999999997
24,0N,DV,Hf,-1.83186999999998
24,0N,DV,Ta,-2.13726000000003
24,0N,DV,W,-1.81366000000003
24,0N,DV,Re,-1.32116000000002
24,0N,DV,Os,-0.833530000000053
24,0N,DV,Ir,-0.296760000000063
24,0N,DV,Pt,1.12067999999994
24,0N,DV,Au,2.07005999999996
24,0N,DV_1N,Sc,-1.13847000000004
24,0N,DV_1N,Ti,-1.56565000000001
24,0N,DV_1N,V,-1.59655999999995
24,0N,DV_1N,Cr,-0.97969999999998
24,0N,DV_1N,Mn,-0.217559999999992
24,0N,DV_1N,Fe,0.0061399999999594
24,0N,DV_1N,Co,0.369219999999984
24,0N,DV_1N,Ni,1.22883999999999
24,0N,DV_1N,Cu,2.12914999999998
24,0N,DV_1N,Zn,1.27494999999999
24,0N,DV_1N,Y,-1.26490999999999
24,0N,DV_1N,Zr,-1.66536000000002
24,0N,DV_1N,Nb,-1.78100000000001
24,0N,DV_1N,Mo,-1.52687000000003
24,0N,DV_1N,Tc,-1.17738000000003
24,0N,DV_1N,Ru,-0.711510000000033
24,0N,DV_1N,Rh,0.581349999999986
24,0N,DV_1N,Pd,1.19306
24,0N,DV_1N,Ag,1.90854999999993
24,0N,DV_1N,Hf,-2.13556
24,0N,DV_1N,Ta,-2.24655000000007
24,0N,DV_1N,W,-2.13309999999996
24,0N,DV_1N,Re,-1.54637000000002
24,0N,DV_1N,Os,-1.07991000000004
24,0N,DV_1N,Ir,0.344229999999925
24,0N,DV_1N,Pt,1.01951999999994
24,0N,DV_1N,Au,2.19510999999994
24,0N,DV_2N_1,Sc,-1.45287000000002
24,0N,DV_2N_1,Ti,-1.71854999999999
24,0N,DV_2N_1,V,-1.67122000000001
24,0N,DV_2N_1,Cr,-1.00582000000003
24,0N,DV_2N_1,Mn,-0.0755599999999959
24,0N,DV_2N_1,Fe,-0.0348800000000438
24,0N,DV_2N_1,Co,0.538559999999961
24,0N,DV_2N_1,Ni,1.64560999999998
24,0N,DV_2N_1,Cu,1.55086999999997
24,0N,DV_2N_1,Zn,0.514450000000011
24,0N,DV_2N_1,Y,-1.54939000000002
24,0N,DV_2N_1,Zr,-1.74234999999999
24,0N,DV_2N_1,Nb,-2.32275000000004
24,0N,DV_2N_1,Mo,-1.77807000000007
24,0N,DV_2N_1,Tc,-1.5093
24,0N,DV_2N_1,Ru,-0.479060000000004
24,0N,DV_2N_1,Rh,0.273219999999981
24,0N,DV_2N_1,Pd,1.97048999999998
24,0N,DV_2N_1,Ag,1.22838999999999
24,0N,DV_2N_1,Hf,-2.28444999999999
24,0N,DV_2N_1,Ta,-2.64705000000004
24,0N,DV_2N_1,W,-2.14535000000001
24,0N,DV_2N_1,Re,-1.47651999999999
24,0N,DV_2N_1,Os,-0.516880000000015
24,0N,DV_2N_1,Ir,0.177230000000009
24,0N,DV_2N_1,Pt,2.02186
24,0N,DV_2N_1,Au,1.35678999999993
24,0N,DV_2N_2,Sc,-0.900300000000016
24,0N,DV_2N_2,Ti,-1.78595000000001
24,0N,DV_2N_2,V,-1.64521000000002
24,0N,DV_2N_2,Cr,-0.735959999999977
24,0N,DV_2N_2,Mn,-0.093560000000025
24,0N,DV_2N_2,Fe,0.172949999999958
24,0N,DV_2N_2,Co,0.673870000000022
24,0N,DV_2N_2,Ni,1.80496999999997
24,0N,DV_2N_2,Cu,1.89298000000002
24,0N,DV_2N_2,Zn,1.15528999999998
24,0N,DV_2N_2,Y,-0.88209999999998
24,0N,DV_2N_2,Zr,-1.78631000000007
24,0N,DV_2N_2,Nb,-2.29080000000005
24,0N,DV_2N_2,Mo,-1.70044000000001
24,0N,DV_2N_2,Tc,-1.16235
24,0N,DV_2N_2,Ru,-0.0115200000000186
24,0N,DV_2N_2,Rh,0.482349999999997
24,0N,DV_2N_2,Pd,1.79005999999998
24,0N,DV_2N_2,Ag,1.90752000000003
24,0N,DV_2N_2,Hf,-2.31398000000002
24,0N,DV_2N_2,Ta,-2.61667
24,0N,DV_2N_2,W,-2.15704000000005
24,0N,DV_2N_2,Re,-1.52743000000004
24,0N,DV_2N_2,Os,-0.356690000000015
24,0N,DV_2N_2,Ir,0.251809999999978
24,0N,DV_2N_2,Pt,1.74098000000004
24,0N,DV_2N_2,Au,2.30458999999996
24,0N,DV_3N,Sc,-1.55785000000003
24,0N,DV_3N,Ti,-2.18171000000001
24,0N,DV_3N,V,-1.69022999999999
24,0N,DV_3N,Cr,-0.574860000000001
24,0N,DV_3N,Mn,-0.0912400000000275
24,0N,DV_3N,Fe,0.121479999999963
24,0N,DV_3N,Co,0.918659999999988
24,0N,DV_3N,Ni,1.61478999999997
24,0N,DV_3N,Cu,1.47906
24,0N,DV_3N,Zn,0.714849999999956
24,0N,DV_3N,Y,-1.51112000000001
24,0N,DV_3N,Zr,-2.38353000000001
24,0N,DV_3N,Nb,-2.39825000000002
24,0N,DV_3N,Mo,-1.68713000000002
24,0N,DV_3N,Tc,-0.86614000000003
24,0N,DV_3N,Ru,-0.328129999999987
24,0N,DV_3N,Rh,1.12146000000001
24,0N,DV_3N,Pd,1.98324999999994
24,0N,DV_3N,Ag,0.871079999999949
24,0N,DV_3N,Hf,-2.72915000000006
24,0N,DV_3N,Ta,-2.69342
24,0N,DV_3N,W,-2.16115000000002
24,0N,DV_3N,Re,-1.22577000000001
24,0N,DV_3N,Os,-0.506599999999992
24,0N,DV_3N,Ir,1.17354
24,0N,DV_3N,Pt,1.93629999999996
24,0N,DV_3N,Au,1.94144
24,0N,DV_4N,Sc,-2.07418999999999
24,0N,DV_4N,Ti,-2.08851000000004
24,0N,DV_4N,V,-1.41738000000004
24,0N,DV_4N,Cr,-0.22329000000002
24,0N,DV_4N,Mn,0.139339999999947
24,0N,DV_4N,Fe,0.372699999999952
24,0N,DV_4N,Co,0.99879999999996
24,0N,DV_4N,Ni,1.74359000000004
24,0N,DV_4N,Cu,1.35621999999995
24,0N,DV_4N,Zn,-0.0179299999999785
24,0N,DV_4N,Y,-1.92491000000007
24,0N,DV_4N,Zr,-2.60926000000006
24,0N,DV_4N,Nb,-2.25305000000009
24,0N,DV_4N,Mo,-1.71991000000003
24,0N,DV_4N,Tc,-0.509240000000034
24,0N,DV_4N,Ru,0.23225999999994
24,0N,DV_4N,Rh,1.21968000000004
24,0N,DV_4N,Pd,2.19547999999998
24,0N,DV_4N,Ag,1.13990999999999
24,0N,DV_4N,Hf,-2.86366000000004
24,0N,DV_4N,Ta,-2.52350000000007
24,0N,DV_4N,W,-1.96449999999999
24,0N,DV_4N,Re,-1.17473000000001
24,0N,DV_4N,Os,0.315619999999967
24,0N,DV_4N,Ir,1.27260000000001
24,0N,DV_4N,Pt,2.25072999999998
24,0N,DV_4N,Au,2.05752999999993
24,1N,SV,Sc,-1.30025999999998
24,1N,SV,Ti,-1.78172999999998
24,1N,SV,V,-1.65460999999999
24,1N,SV,Cr,-1.38344000000001
24,1N,SV,Mn,-1.31376
24,1N,SV,Fe,-0.972600000000057
24,1N,SV,Co,-0.576980000000049
24,1N,SV,Ni,-0.530779999999993
24,1N,SV,Cu,0.0806299999999851
24,1N,SV,Zn,-0.286549999999977
24,1N,SV,Y,-1.30458999999996
24,1N,SV,Zr,-1.72759000000002
24,1N,SV,Nb,-1.76864
24,1N,SV,Mo,-1.52908000000002
24,1N,SV,Tc,-1.28823
24,1N,SV,Ru,-0.860960000000034
24,1N,SV,Rh,-0.300180000000012
24,1N,SV,Pd,-0.318120000000079
24,1N,SV,Ag,0.25404999999995
24,1N,SV,Hf,-2.01828999999998
24,1N,SV,Ta,-2.23508000000004
24,1N,SV,W,-1.98977000000002
24,1N,SV,Re,-1.76076
24,1N,SV,Os,-1.44060000000002
24,1N,SV,Ir,-0.96198000000004
24,1N,SV,Pt,-0.851900000000001
24,1N,SV,Au,-0.263920000000098
24,1N,SV_1N,Sc,-1.59448999999995
24,1N,SV_1N,Ti,-2.06968999999998
24,1N,SV_1N,V,-1.79561000000007
24,1N,SV_1N,Cr,-1.62390999999997
24,1N,SV_1N,Mn,-1.24696
24,1N,SV_1N,Fe,-0.492090000000019
24,1N,SV_1N,Co,-0.85686000000004
24,1N,SV_1N,Ni,-0.402769999999975
24,1N,SV_1N,Cu,-0.315470000000005
24,1N,SV_1N,Zn,-0.961820000000046
24,1N,SV_1N,Y,-1.71730000000002
24,1N,SV_1N,Zr,-2.01316000000003
24,1N,SV_1N,Nb,-1.98615999999998
24,1N,SV_1N,Mo,-1.84903000000003
24,1N,SV_1N,Tc,-1.36029000000002
24,1N,SV_1N,Ru,-0.887770000000046
24,1N,SV_1N,Rh,-0.93679000000003
24,1N,SV_1N,Pd,0.0257299999999532
24,1N,SV_1N,Ag,-0.00638000000009242
24,1N,SV_1N,Hf,-2.37543000000005
24,1N,SV_1N,Ta,-2.36014000000006
24,1N,SV_1N,W,-2.32749000000001
24,1N,SV_1N,Re,-1.86157000000003
24,1N,SV_1N,Os,-1.41542000000004
24,1N,SV_1N,Ir,-1.45401000000004
24,1N,SV_1N,Pt,-0.653680000000008
24,1N,SV_1N,Au,-0.482270000000028
24,1N,SV_2N,Sc,-2.05860000000001
24,1N,SV_2N,Ti,-2.05219
24,1N,SV_2N,V,-2.00456000000003
24,1N,SV_2N,Cr,-1.68000000000006
24,1N,SV_2N,Mn,-1.31045000000006
24,1N,SV_2N,Fe,-1.18903
24,1N,SV_2N,Co,-0.85354000000001
24,1N,SV_2N,Ni,-0.620370000000037
24,1N,SV_2N,Cu,-0.244759999999985
24,1N,SV_2N,Zn,-1.19454000000007
24,1N,SV_2N,Y,-2.03185000000008
24,1N,SV_2N,Zr,-2.24754000000007
24,1N,SV_2N,Nb,-1.90091999999999
24,1N,SV_2N,Mo,-1.74293000000006
24,1N,SV_2N,Tc,-1.56818000000004
24,1N,SV_2N,Ru,-1.12065000000001
24,1N,SV_2N,Rh,-0.592159999999978
24,1N,SV_2N,Pd,-0.220510000000047
24,1N,SV_2N,Ag,0.562569999999937
24,1N,SV_2N,Hf,-2.70668000000001
24,1N,SV_2N,Ta,-2.10829000000007
24,1N,SV_2N,W,-2.52683000000002
24,1N,SV_2N,Re,-2.30430000000007
24,1N,SV_2N,Os,-1.95154000000002
24,1N,SV_2N,Ir,-1.40703000000008
24,1N,SV_2N,Pt,-0.897120000000029
24,1N,SV_2N,Au,0.218180000000018
24,1N,SV_3N,Sc,-2.37749000000002
24,1N,SV_3N,Ti,-2.24530000000004
24,1N,SV_3N,V,-1.91030000000001
24,1N,SV_3N,Cr,-1.53905000000003
24,1N,SV_3N,Mn,-1.33412000000004
24,1N,SV_3N,Fe,-1.51292000000001
24,1N,SV_3N,Co,-0.92793000000006
24,1N,SV_3N,Ni,-0.72732000000002
24,1N,SV_3N,Cu,-0.39743999999996
24,1N,SV_3N,Zn,-0.993510000000015
24,1N,SV_3N,Y,-2.28855000000004
24,1N,SV_3N,Zr,-2.33870000000002
24,1N,SV_3N,Nb,-1.78318000000002
24,1N,SV_3N,Mo,-2.01260000000002
24,1N,SV_3N,Tc,-1.36542000000003
24,1N,SV_3N,Ru,-0.974740000000054
24,1N,SV_3N,Rh,-0.634220000000028
24,1N,SV_3N,Pd,0.198140000000024
24,1N,SV_3N,Ag,0.112810000000025
24,1N,SV_3N,Hf,-2.69777000000005
24,1N,SV_3N,Ta,-1.92658
24,1N,SV_3N,W,-1.76573000000008
24,1N,SV_3N,Re,-2.32715000000002
24,1N,SV_3N,Os,-1.49474000000004
24,1N,SV_3N,Ir,-1.42613000000006
24,1N,SV_3N,Pt,-0.806789999999978
24,1N,SV_3N,Au,-0.420110000000022
24,1N,DV,Sc,-1.1823
24,1N,DV,Ti,-1.38421
24,1N,DV,V,-1.39256000000006
24,1N,DV,Cr,-0.930720000000008
24,1N,DV,Mn,-0.187689999999975
24,1N,DV,Fe,-0.0730299999999602
24,1N,DV,Co,0.330709999999954
24,1N,DV,Ni,1.29254999999995
24,1N,DV,Cu,1.86370999999997
24,1N,DV,Zn,1.31512000000004
24,1N,DV,Y,-1.35054000000008
24,1N,DV,Zr,-1.48534000000001
24,1N,DV,Nb,-1.58349000000004
24,1N,DV,Mo,-1.46881000000002
24,1N,DV,Tc,-1.06704000000008
24,1N,DV,Ru,-0.605680000000007
24,1N,DV,Rh,0.392439999999965
24,1N,DV,Pd,1.25808000000001
24,1N,DV,Ag,1.79320999999993
24,1N,DV,Hf,-1.97444000000002
24,1N,DV,Ta,-2.09361999999999
24,1N,DV,W,-2.01552000000004
24,1N,DV,Re,-1.68405999999999
24,1N,DV,Os,-1.07634000000002
24,1N,DV,Ir,-0.117660000000001
24,1N,DV,Pt,1.04100999999997
24,1N,DV,Au,2.13751000000002
24,1N,DV_1N,Sc,-1.04711999999995
24,1N,DV_1N,Ti,-1.65832999999998
24,1N,DV_1N,V,-1.73073000000005
24,1N,DV_1N,Cr,-1.00153
24,1N,DV_1N,Mn,-0.220010000000002
24,1N,DV_1N,Fe,8.50000000014006E-4
24,1N,DV_1N,Co,0.424320000000023
24,1N,DV_1N,Ni,1.43686999999994
24,1N,DV_1N,Cu,2.10891999999996
24,1N,DV_1N,Zn,1.04196999999994
24,1N,DV_1N,Y,-1.12160000000006
24,1N,DV_1N,Zr,-1.69168999999999
24,1N,DV_1N,Nb,-2.24274000000008
24,1N,DV_1N,Mo,-1.70347000000004
24,1N,DV_1N,Tc,-1.15832
24,1N,DV_1N,Ru,-0.47347000000002
24,1N,DV_1N,Rh,0.446680000000015
24,1N,DV_1N,Pd,1.28922999999992
24,1N,DV_1N,Ag,1.96751999999998
24,1N,DV_1N,Hf,-2.23462999999998
24,1N,DV_1N,Ta,-2.58402999999998
24,1N,DV_1N,W,-2.16263000000004
24,1N,DV_1N,Re,-1.64597000000003
24,1N,DV_1N,Os,-0.65607
24,1N,DV_1N,Ir,0.205820000000017
24,1N,DV_1N,Pt,1.30352999999997
24,1N,DV_1N,Au,2.38813999999996
24,1N,DV_2N_1,Sc,-1.45713000000001
24,1N,DV_2N_1,Ti,-2.1164
24,1N,DV_2N_1,V,-1.67205999999999
24,1N,DV_2N_1,Cr,-0.758710000000008
24,1N,DV_2N_1,Mn,-0.126400000000103
24,1N,DV_2N_1,Fe,0.0147999999999797
24,1N,DV_2N_1,Co,0.740700000000004
24,1N,DV_2N_1,Ni,1.62246999999996
24,1N,DV_2N_1,Cu,1.58666999999997
24,1N,DV_2N_1,Zn,0.410779999999932
24,1N,DV_2N_1,Y,-1.46501000000006
24,1N,DV_2N_1,Zr,-2.23681000000005
24,1N,DV_2N_1,Nb,-2.31842
24,1N,DV_2N_1,Mo,-1.68528000000003
24,1N,DV_2N_1,Tc,-1.34102000000001
24,1N,DV_2N_1,Ru,-0.229460000000017
24,1N,DV_2N_1,Rh,0.572489999999959
24,1N,DV_2N_1,Pd,1.98690999999997
24,1N,DV_2N_1,Ag,1.11440999999996
24,1N,DV_2N_1,Hf,-2.59066999999999
24,1N,DV_2N_1,Ta,-2.64523000000003
24,1N,DV_2N_1,W,-2.08577000000003
24,1N,DV_2N_1,Re,-1.87447999999995
24,1N,DV_2N_1,Os,-0.360950000000059
24,1N,DV_2N_1,Ir,0.517849999999953
24,1N,DV_2N_1,Pt,1.80126000000001
24,1N,DV_2N_1,Au,1.40083999999996
24,1N,DV_2N_2,Sc,-1.28111000000007
24,1N,DV_2N_2,Ti,-2.08443000000005
24,1N,DV_2N_2,V,-1.66326000000004
24,1N,DV_2N_2,Cr,-0.830290000000048
24,1N,DV_2N_2,Mn,-0.0154499999999871
24,1N,DV_2N_2,Fe,0.136449999999968
24,1N,DV_2N_2,Co,0.713129999999978
24,1N,DV_2N_2,Ni,1.70133999999996
24,1N,DV_2N_2,Cu,1.67693999999995
24,1N,DV_2N_2,Zn,1.16679999999997
24,1N,DV_2N_2,Y,-1.23655000000008
24,1N,DV_2N_2,Zr,-2.17830999999995
24,1N,DV_2N_2,Nb,-2.24393999999995
24,1N,DV_2N_2,Mo,-1.67382000000003
24,1N,DV_2N_2,Tc,-0.968790000000013
24,1N,DV_2N_2,Ru,-0.13576999999998
24,1N,DV_2N_2,Rh,0.635680000000036
24,1N,DV_2N_2,Pd,1.98114000000004
24,1N,DV_2N_2,Ag,1.45257999999995
24,1N,DV_2N_2,Hf,-2.55440000000004
24,1N,DV_2N_2,Ta,-2.54761999999999
24,1N,DV_2N_2,W,-2.08054000000004
24,1N,DV_2N_2,Re,-1.19631000000004
24,1N,DV_2N_2,Os,-0.43778999999995
24,1N,DV_2N_2,Ir,0.483499999999992
24,1N,DV_2N_2,Pt,1.84862999999996
24,1N,DV_2N_2,Au,2.11695000000003
24,1N,DV_3N,Sc,-1.83818000000002
24,1N,DV_3N,Ti,-2.13000999999997
24,1N,DV_3N,V,-1.58249000000001
24,1N,DV_3N,Cr,-0.437620000000038
24,1N,DV_3N,Mn,-0.00763000000000602
24,1N,DV_3N,Fe,0.162969999999973
24,1N,DV_3N,Co,0.969409999999925
24,1N,DV_3N,Ni,1.70026000000001
24,1N,DV_3N,Cu,1.48426999999998
24,1N,DV_3N,Zn,0.236429999999928
24,1N,DV_3N,Y,-1.77346999999997
24,1N,DV_3N,Zr,-2.46985000000001
24,1N,DV_3N,Nb,-2.29156999999998
24,1N,DV_3N,Mo,-1.57229000000001
24,1N,DV_3N,Tc,-0.759400000000028
24,1N,DV_3N,Ru,-0.0573700000000485
24,1N,DV_3N,Rh,1.05744999999996
24,1N,DV_3N,Pd,2.07110999999998
24,1N,DV_3N,Ag,0.643299999999954
24,1N,DV_3N,Hf,-2.80421000000001
24,1N,DV_3N,Ta,-2.57180000000005
24,1N,DV_3N,W,-2.06425000000002
24,1N,DV_3N,Re,-1.04649000000001
24,1N,DV_3N,Os,-0.378750000000025
24,1N,DV_3N,Ir,1.09690999999998
24,1N,DV_3N,Pt,2.12753000000004
24,1N,DV_3N,Au,1.90259999999995
24,1N,DV_4N,Sc,-2.19722000000007
24,1N,DV_4N,Ti,-2.00333000000001
24,1N,DV_4N,V,-1.34858000000003
24,1N,DV_4N,Cr,-0.123300000000029
24,1N,DV_4N,Mn,0.201499999999953
24,1N,DV_4N,Fe,0.402140000000031
24,1N,DV_4N,Co,1.15330999999998
24,1N,DV_4N,Ni,1.73320999999999
24,1N,DV_4N,Cu,1.07804999999996
24,1N,DV_4N,Zn,-0.236730000000023
24,1N,DV_4N,Y,-2.09618000000006
24,1N,DV_4N,Zr,-2.52533
24,1N,DV_4N,Nb,-2.23820999999998
24,1N,DV_4N,Mo,-1.41138999999998
24,1N,DV_4N,Tc,-0.605129999999974
24,1N,DV_4N,Ru,0.318669999999997
24,1N,DV_4N,Rh,1.40746000000001
24,1N,DV_4N,Pd,2.21335999999997
24,1N,DV_4N,Ag,0.74879999999996
24,1N,DV_4N,Hf,-2.82693
24,1N,DV_4N,Ta,-2.51901000000004
24,1N,DV_4N,W,-1.86157000000003
24,1N,DV_4N,Re,-1.065
24,1N,DV_4N,Os,0.223419999999976
24,1N,DV_4N,Ir,1.38956999999999
24,1N,DV_4N,Pt,2.28008999999997
24,1N,DV_4N,Au,1.92218999999994
22,0N,SV,Sc,-1.21170000000004
22,0N,SV,Ti,-0.98005999999998
22,0N,SV,V,-1.39532999999997
22,0N,SV,Cr,-0.920359999999988
22,0N,SV,Mn,-1.2114
22,0N,SV,Fe,-0.790729999999968
22,0N,SV,Co,-0.773719999999969
22,0N,SV,Ni,-0.289889999999986
22,0N,SV,Cu,0.0386100000000056
22,0N,SV,Zn,-0.320769999999982
22,0N,SV,Y,-1.20841999999996
22,0N,SV,Zr,-1.01062999999999
22,0N,SV,Nb,-1.60383999999999
22,0N,SV,Mo,-1.14114999999998
22,0N,SV,Tc,-1.06338000000002
22,0N,SV,Ru,-0.508420000000001
22,0N,SV,Rh,-0.507249999999971
22,0N,SV,Pd,-0.0329000000000121
22,0N,SV,Ag,0.329239999999999
22,0N,SV,Hf,-1.37126999999998
22,0N,SV,Ta,-2.11227
22,0N,SV,W,-1.744
22,0N,SV,Re,-1.64457999999999
22,0N,SV,Os,-1.12537
22,0N,SV,Ir,-1.08499
22,0N,SV,Pt,-0.466819999999984
22,0N,SV,Au,-0.0456600000000265
22,0N,SV_1N,Sc,-1.43781999999999
22,0N,SV_1N,Ti,-1.99698999999998
22,0N,SV_1N,V,-1.57163
22,0N,SV_1N,Cr,-1.39376999999999
22,0N,SV_1N,Mn,-1.29647999999997
22,0N,SV_1N,Fe,-0.901909999999987
22,0N,SV_1N,Co,-0.398030000000006
22,0N,SV_1N,Ni,-0.128159999999951
22,0N,SV_1N,Cu,0.107760000000013
22,0N,SV_1N,Zn,-0.553719999999998
22,0N,SV_1N,Y,-1.50108
22,0N,SV_1N,Zr,-2.07416000000001
22,0N,SV_1N,Nb,-1.85123999999996
22,0N,SV_1N,Mo,-1.71040000000002
22,0N,SV_1N,Tc,-1.25430999999998
22,0N,SV_1N,Ru,-0.875720000000001
22,0N,SV_1N,Rh,-0.187829999999963
22,0N,SV_1N,Pd,0.06053
22,0N,SV_1N,Ag,0.353769999999997
22,0N,SV_1N,Hf,-2.33052999999998
22,0N,SV_1N,Ta,-2.28060000000002
22,0N,SV_1N,W,-2.15631999999999
22,0N,SV_1N,Re,-1.74292
22,0N,SV_1N,Os,-1.51034999999999
22,0N,SV_1N,Ir,-0.876589999999965
22,0N,SV_1N,Pt,-0.360219999999998
22,0N,SV_1N,Au,-0.29892000000001
22,0N,SV_2N,Sc,-2.07925999999998
22,0N,SV_2N,Ti,-2.21349000000001
22,0N,SV_2N,V,-1.96510000000001
22,0N,SV_2N,Cr,-1.70884999999998
22,0N,SV_2N,Mn,-1.30731999999998
22,0N,SV_2N,Fe,-0.977669999999989
22,0N,SV_2N,Co,-0.640989999999988
22,0N,SV_2N,Ni,-0.496089999999981
22,0N,SV_2N,Cu,-0.159139999999979
22,0N,SV_2N,Zn,-0.30965999999998
22,0N,SV_2N,Y,-2.01551999999998
22,0N,SV_2N,Zr,-2.09349999999998
22,0N,SV_2N,Nb,-2.27252999999999
22,0N,SV_2N,Mo,-1.97542000000001
22,0N,SV_2N,Tc,-1.71703000000002
22,0N,SV_2N,Ru,-0.930250000000001
22,0N,SV_2N,Rh,-0.606389999999976
22,0N,SV_2N,Pd,0.213520000000017
22,0N,SV_2N,Ag,0.328509999999994
22,0N,SV_2N,Hf,-2.54209
22,0N,SV_2N,Ta,-2.62188999999998
22,0N,SV_2N,W,-2.46463
22,0N,SV_2N,Re,-2.20185000000001
22,0N,SV_2N,Os,-1.68566999999999
22,0N,SV_2N,Ir,-1.29283000000001
22,0N,SV_2N,Pt,-0.514350000000007
22,0N,SV_2N,Au,-0.0330499999999745
22,0N,SV_3N,Sc,-2.30604999999997
22,0N,SV_3N,Ti,-2.33698999999999
22,0N,SV_3N,V,-1.99521000000001
22,0N,SV_3N,Cr,-1.73640000000003
22,0N,SV_3N,Mn,-1.18539999999999
22,0N,SV_3N,Fe,-1.31531000000001
22,0N,SV_3N,Co,-0.827909999999974
22,0N,SV_3N,Ni,-0.721489999999989
22,0N,SV_3N,Cu,-0.0197900000000004
22,0N,SV_3N,Zn,-1.04209
22,0N,SV_3N,Y,-2.02519999999998
22,0N,SV_3N,Zr,-2.03456
22,0N,SV_3N,Nb,-2.46352999999999
22,0N,SV_3N,Mo,-2.01055000000002
22,0N,SV_3N,Tc,-1.61760999999996
22,0N,SV_3N,Ru,-1.07048999999998
22,0N,SV_3N,Rh,-0.591430000000003
22,0N,SV_3N,Pd,0.193430000000035
22,0N,SV_3N,Ag,0.825409999999977
22,0N,SV_3N,Hf,-2.74357000000001
22,0N,SV_3N,Ta,-2.67679999999999
22,0N,SV_3N,W,-2.53703999999999
22,0N,SV_3N,Re,-2.23396999999997
22,0N,SV_3N,Os,-1.79978
22,0N,SV_3N,Ir,-1.37988999999999
22,0N,SV_3N,Pt,-0.705329999999975
22,0N,SV_3N,Au,0.0333499999999844
22,0N,DV,Sc,-1.24163999999999
22,0N,DV,Ti,-1.27748999999997
22,0N,DV,V,-1.38808999999998
22,0N,DV,Cr,-0.898140000000012
22,0N,DV,Mn,-0.27476999999999
22,0N,DV,Fe,0.130459999999971
22,0N,DV,Co,0.453699999999998
22,0N,DV,Ni,1.22654000000003
22,0N,DV,Cu,2.0471
22,0N,DV,Zn,1.26883000000001
22,0N,DV,Y,-1.3903
22,0N,DV,Zr,-1.43436
22,0N,DV,Nb,-1.63854000000001
22,0N,DV,Mo,-1.25855999999999
22,0N,DV,Tc,-0.812150000000003
22,0N,DV,Ru,-0.24290000000002
22,0N,DV,Rh,0.0362799999999766
22,0N,DV,Pd,1.32768999999999
22,0N,DV,Ag,1.94068999999999
22,0N,DV,Hf,-1.94344999999998
22,0N,DV,Ta,-2.10503999999997
22,0N,DV,W,-1.83844000000002
22,0N,DV,Re,-1.29862
22,0N,DV,Os,-0.673840000000013
22,0N,DV,Ir,-0.327640000000002
22,0N,DV,Pt,1.09445000000002
22,0N,DV,Au,2.2319
22,0N,DV_1N,Sc,-1.20657
22,0N,DV_1N,Ti,-1.63074999999998
22,0N,DV_1N,V,-1.61069999999998
22,0N,DV_1N,Cr,-0.965239999999966
22,0N,DV_1N,Mn,-0.11248999999998
22,0N,DV_1N,Fe,0.101460000000003
22,0N,DV_1N,Co,0.397340000000014
22,0N,DV_1N,Ni,1.26700000000002
22,0N,DV_1N,Cu,2.13758000000004
22,0N,DV_1N,Zn,1.16229999999999
22,0N,DV_1N,Y,-1.33596999999997
22,0N,DV_1N,Zr,-1.72848999999999
22,0N,DV_1N,Nb,-1.86351999999999
22,0N,DV_1N,Mo,-1.48190999999997
22,0N,DV_1N,Tc,-1.13819999999998
22,0N,DV_1N,Ru,-0.359870000000001
22,0N,DV_1N,Rh,0.759890000000013
22,0N,DV_1N,Pd,1.25028
22,0N,DV_1N,Ag,1.97021000000004
22,0N,DV_1N,Hf,-2.27431999999999
22,0N,DV_1N,Ta,-2.35348999999999
22,0N,DV_1N,W,-2.07271999999998
22,0N,DV_1N,Re,-1.57052999999999
22,0N,DV_1N,Os,-0.743259999999992
22,0N,DV_1N,Ir,0.451120000000032
22,0N,DV_1N,Pt,1.10368000000003
22,0N,DV_1N,Au,2.29574
22,0N,DV_2N_1,Sc,-1.51652999999999
22,0N,DV_2N_1,Ti,-1.75760000000002
